22	-0.7017438 -0.6523435 -0.31020838 0.714768 -0.39637834 -0.23524866 0.17183714 -0.4033261 0.52939194 0.9364988 -0.026257604 -0.33496562 0.080244675 -0.28000835 -0.58242816 -0.16001369 0.4215064 0.15683042 0.16261005 0.13724709 -0.18096171 0.45841196 -0.115908645 -0.41449878 -0.4041344 -0.39931673 -0.08993127 0.314392 0.20003907 -0.2874287 0.014425848 0.37858808 -0.36785018 0.21104388 -0.42309862 -0.011271605 -0.059816785 0.57806665 0.20758472 -0.557277 0.9126849 0.4206466 0.40563732 -0.31661844 0.34898064 -0.48559827 0.31997162 -0.5820788 0.2624873 0.081412375 0.48449737 -0.13736846 0.58531463 -0.20867586 0.45649725 -0.70572484 -0.33250862 -0.13069765 -0.0017771311 0.13032487 0.600866 0.49655896 -0.5274744 -0.29272157
23	0.10199115 -0.34797353 -0.630235 0.18251166 0.15829821 -0.27380285 0.068835795 -0.87442887 0.54614747 0.16150247 0.09816098 0.3158022 0.5679059 -0.11107693 -0.4284077 0.8626068 0.09755094 -0.36835566 -0.22538403 0.1090865 -0.40852934 -0.23364767 -0.016001476 -0.036671087 0.049834922 -0.3601699 -0.16853134 0.050209016 0.5367087 -0.116017826 0.21572371 0.34978718 -0.4586686 -0.5304768 0.028586285 0.07057238 -0.24515888 0.0056454656 0.48250428 0.07228922 0.75289696 0.486189 0.5119735 -0.32775986 -0.32240072 -0.653834 -0.20133695 -0.36839348 0.22467513 0.3047911 0.7520522 0.52071345 -0.055181544 -0.36420596 0.48899874 -0.35973468 0.16235559 -0.55306643 0.537364 -0.16649456 -0.2120715 0.33480757 0.62464494 -0.44237146
24	0.21795845 -1.1882181 -0.39678875 0.16226317 -0.009143572 0.004303407 0.20030774 -0.36693305 0.5105829 0.22296895 0.16851199 0.10799992 0.3703011 -0.20172904 -0.05656851 0.65117 -0.117041185 -0.33628362 -0.20327356 0.43330756 -0.39358765 0.323805 0.010102543 -0.40551668 0.07251796 -0.16087587 -0.47649178 -0.038755607 0.42991626 0.122112006 0.49211392 0.06897024 -0.06093549 -0.39046705 -0.08721955 0.041641206 -0.15304469 -0.037817203 0.31329003 0.08177842 0.3162261 0.3397535 0.2840149 -0.39943478 -0.636117 -0.33344463 0.076797746 -0.22393477 0.11851151 0.77329737 0.35123625 0.56706595 0.19930959 -0.21110594 -0.14238153 -0.021570176 0.13736866 -0.50884354 0.54190874 0.609452 -0.3668716 0.37681088 0.43349537 -0.37605372
25	-0.39460915 -0.3797879 -0.6762575 0.332256 -0.17568699 -0.4838253 0.19480374 -0.6230417 0.23689441 0.08278778 0.105767235 0.1415326 0.84958196 0.09826586 -0.49916402 0.21932392 -0.336699 0.09544621 -0.21353465 0.42323908 -0.20433941 -0.005795194 0.59489465 0.005239222 -0.29052934 -0.6945558 -0.5030745 -0.18823299 0.5444274 -0.43137234 0.13673097 -0.061572336 -0.21039036 -0.3723155 0.25676134 0.43695265 -0.39666387 -0.42727458 0.13555251 0.23602328 0.6802616 0.44540313 0.38925594 -0.23135003 -0.46037102 -0.52006596 0.344081 -0.36956692 -0.33830857 -0.089430735 0.16715394 0.26210263 -0.2360774 -0.070892744 0.68938595 -0.5709981 0.5145114 -0.67673624 0.73946124 0.095679685 -0.23202801 -0.37953976 -0.08051589 -0.3954757
26	0.17305392 -0.08018019 -0.032509614 0.47743064 -0.061123636 -0.53075886 0.13216461 0.70574695 0.569472 0.6059291 0.15893039 0.27401352 0.23475474 -0.46027714 -0.4358663 0.22036828 -0.27970296 -0.828026 -0.352221 -0.027366962 -0.5174889 0.46388644 0.54580605 -0.029372474 -0.44727314 -0.06439502 -0.5235569 -0.3029594 0.17883453 0.80707127 0.7137347 0.39802277 -0.40275767 -0.13409397 -0.7618632 0.19240203 -0.22449729 -0.53963757 -0.020490985 0.2173818 0.08007119 -0.35045713 -0.11915832 -0.35109842 -0.03345802 0.6470207 0.6214688 -0.085233174 0.16056867 -0.020134851 0.26584378 0.67653203 0.73002106 -0.044943824 0.48887125 -0.33062315 0.08748934 -0.24623208 0.063425876 0.13720322 -0.44633576 0.4452571 0.4346725 0.40646127
27	0.56637335 0.086382546 -0.06956673 -0.24470839 0.13481757 -0.043851726 0.2194663 0.7566189 0.24961759 0.3150197 0.35567322 -0.13752095 0.3944804 -0.5607091 0.32742086 0.15482758 -0.30474323 -0.9442373 -0.16014779 -0.029609278 -0.37002817 0.14166825 0.254962 -0.35394484 -0.41268605 0.41679415 -0.11195747 -0.7576973 0.23663904 0.99249184 0.65886736 0.21185073 -0.44633737 -0.02379004 -0.7284618 0.12849006 -0.016585266 -0.6944353 0.66477185 0.33958733 -0.28528044 -0.2993934 -0.04942935 -0.41329116 -0.081913196 0.75293493 0.3072372 0.40882018 0.34920365 -0.3363552 -0.032147635 0.25568315 0.6553757 0.013773497 0.52510446 -0.06976705 0.11632254 -0.39105743 -0.23706245 -0.12650111 -0.27875364 0.39506972 0.32699817 0.18308504
28	0.2760586 -0.51837814 -0.43073326 0.29885098 -0.31444257 0.6301285 0.40708408 -0.2867441 0.8224447 0.1612938 0.34922487 -0.7283795 0.74771905 -0.7879018 -1.0495842 0.5026619 -0.08945199 -0.04332252 -0.5693114 0.04372082 -0.2821419 0.08309829 0.28023165 -0.09977701 -0.9715114 0.37662855 0.25905696 -0.54424345 0.17495668 -0.32572415 0.5367667 0.4455333 -0.13703167 -0.35758612 -0.37392667 0.3364248 -0.25320798 -0.21284086 0.1820832 0.041822154 -0.13882387 0.49425516 0.32565472 -0.24850255 -0.031295154 -0.33558106 -0.16613156 -0.14877556 0.8604934 0.13790993 0.31868482 0.29644305 0.30537778 0.34221226 0.37200475 -0.98383445 -0.32959178 0.065771915 0.09977693 0.9534684 0.53746116 0.27504697 0.45600557 -0.3957127
29	-0.12032173 -0.3670622 0.094920345 0.039397366 -0.31172383 0.18967849 0.8185666 -0.085645035 0.11145797 0.16932294 0.55774313 0.04969091 0.5018125 -0.30666915 -0.6026105 0.3496003 -0.2542222 0.113223635 -0.5103069 0.44389272 -0.18590628 -0.1903553 -0.36854184 -0.5799822 -0.4408632 -0.18070443 -0.58270156 -0.8868415 -0.1377516 -0.38722345 -0.16875315 0.22319306 -0.34353146 -0.87737024 0.14001882 0.6319565 -0.181542 -0.17138879 0.3972822 0.28839573 1.0359832 -0.09377958 -0.28765604 0.10653318 -0.40231454 0.018678397 0.0067450083 -0.87977487 0.22573425 0.45129746 0.9174829 -0.054971546 -0.15200564 -0.15091383 0.1399368 -0.4321917 0.2599778 0.4608105 0.8328128 0.19988294 0.34809798 0.2488786 0.10900956 0.16998897
30	0.215554 -0.7194029 -0.08186816 0.6951033 0.20442796 0.05756684 -0.15490781 -0.116230614 0.87780076 0.7232583 0.5638621 -0.23540066 0.2775066 -0.36433136 -0.23643164 0.43292135 0.112567976 -0.14950036 0.1301965 0.49540168 0.08280893 0.22159997 0.19272201 0.08194821 -0.5645046 -0.34553903 0.039594553 -0.36038223 -0.08277215 -0.05438448 0.416795 0.78546655 -0.59691083 -0.31239522 -0.39548126 -0.0012311433 -0.3559775 0.4385611 0.32659715 -0.26824328 1.1921586 -0.02869828 0.0064984784 0.086671494 -0.5182553 -0.06614585 0.01942283 -0.21115685 0.18665999 0.46794388 -0.017077338 0.47894803 0.2259228 -0.12767638 0.20835319 -0.96044713 -0.15993385 0.26960915 0.37009758 -0.081833504 0.18602069 0.83634305 0.47217655 0.10185275
31	-0.36172843 -0.516681 0.058156904 -0.3385215 -0.75424385 0.16727397 0.42768985 -0.2534347 -0.121746935 -0.03729627 0.46240962 0.43879503 0.02784633 -0.5252009 -0.52763134 0.072655216 -0.48130742 0.42639038 -0.8502114 -0.089226805 -0.78517455 -0.10609283 -0.19889589 -0.38993484 -0.2795611 -0.7547923 -0.33202815 -0.7468766 -0.33085084 -0.6670345 -0.46211475 -0.036957413 0.4665793 -0.82011706 0.6328512 0.56682545 0.14369631 -0.699055 0.30601004 1.1936961 0.321999 -0.18222083 -0.2663857 -0.054872148 -0.21238069 0.051851124 -0.35734573 -0.40459287 0.049564775 0.20242609 0.10044673 -0.118638664 -0.684639 0.12224369 0.26601246 -0.3594037 0.61286485 0.42340946 0.9583405 0.6296823 0.22292542 0.13975327 -0.085956246 0.16035943
32	0.08848491 -0.39802808 -0.08492276 0.70454186 -0.322344 -0.63574976 0.25188553 0.48226702 0.62713605 0.47223347 0.17044476 0.20765364 0.40645933 -0.4105986 -0.62440366 0.04036056 -0.26106906 -0.6304708 -0.26655877 0.16960259 -0.028029697 0.5661069 0.23943368 -0.40255764 -0.27972293 -0.09584398 -0.7849094 -0.22354123 0.26865306 0.75023836 0.65319175 0.4362012 -0.6712923 0.011892505 -0.8493127 0.058238346 -0.13978924 -0.37128085 0.15058152 0.09985836 0.1735703 -0.21096677 -0.05545417 -0.34496516 -0.014478063 0.25525662 0.52608293 -0.029716993 -0.0790515 0.29058084 0.3449243 0.5542285 0.87224174 -0.052520428 0.44880813 -0.41520414 0.020058312 -0.2924651 0.25851533 0.195138 -0.4591717 0.1692798 0.032327715 0.16023064
33	0.43352947 -0.12101427 0.5783024 0.616063 -0.137514 0.13102505 -0.035663005 0.6845008 0.17233664 0.5327662 0.1873854 -0.040943407 -0.4752633 -0.3948159 -0.22945242 0.40793565 -0.29789144 0.07079268 -0.02849824 0.29314157 -0.25361383 0.47121027 0.37876508 -0.3289196 -0.53365076 -0.016269747 0.044076003 -0.10513435 -0.56872284 0.027187843 0.5791673 0.35155165 -0.3753909 0.06635365 -0.72630405 0.39805433 -0.19419688 0.06338207 0.28185186 -0.11594175 -0.07803433 -0.27585968 -0.46425664 0.47054902 -0.21657963 0.44191954 -0.31984112 0.022140421 0.4921062 0.26769066 0.4745009 0.39597723 0.48090956 -0.17615661 0.19536823 -0.30588764 -0.19618113 0.64901483 -0.16201775 0.4251537 -0.13065054 0.3605092 0.30069727 0.32559767
